"vague","grappe","menage","s11q00","s11q01","s11q02","s11q03__1","s11q03__2","s11q03__3","s11q04","s11q05","s11q06","s11q07","s11q08","s11q09a","s11q09b__0","s11q09b__1","s11q09b__2","s11q09b__3","s11q09b__4","s11q09b__5","s11q09b__6","s11q09b__7","s11q09b__8","s11q09b__9","s11q09b__10","s11q09b__11","s11q09b__12","s11q09b__13","s11q09b__14","s11q09b__15","s11q10","s11q11","s11q12","s11q13","s11q14","s11q15","s11q16","s11q17","s11q18","s11q19","s11q20","s11q21","s11q22","s11q23","s11q24a","s11q24b","s11q25","s11q26","s11q27a","s11q27b","s11q28","s11q29a","s11q29b_heure","s11q29b_minute","s11q30","s11q31a","s11q31b_heure","s11q31b_minutes","s11q32","s11q33__1","s11q33__2","s11q33__3","s11q33__4","s11q33__5","s11q33__6","s11q33__7","s11q34","s11q35","s11q36","s11q37a","s11q37b","s11q38","s11q39","s11q40","s11q41","s11q42","s11q43","s11q44","s11q45a","s11q45b","s11q46","s11q47","s11q48a","s11q48b","s11q49","s11q50","s11q51","s11q52a","s11q52b","s11q53__1","s11q53__2","s11q53__3","s11q53__4","s11q53__5","s11q53__6","s11q53__7","s11q53__8","s11q54","s11q55","s11q56","s11q57","s11q58","s11q59","s11q60","s11q61"
1,491,6,8,3,7,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,2,,,,1,9000,4,4,150,5,2,30,150,5,2,30,2,,,,,,,,1,3,1,7000,3,1,1,3,2,1,2,,,,2,,,,,2,,,,2,1,0,0,0,0,0,0,3,4,1,3,2,1,1,3
2,274,1,1,3,16,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,1,3,2,1,,10500,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,8,2,,4,2,4,4
2,270,1,2,3,1,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,,,2,,1,1,0,,,,0,,,,2,,,,,,,,1,1,1,,,1,1,1,2,1,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,3,2,,4,1,4,2
1,597,3,3,3,9,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,3,2,2,,,,2,,5,7,40,1,0,2,40,1,0,2,1,0,1,0,0,0,0,0,1,3,5,9000,2,2,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,4,9,2,,5,2,4,2
2,80,1,1,3,5,0,0,0,5,175000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,29000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,2,25000,2,1,2,,,,2,,,,1,2,30000,2,5,1,2,30000,2,0,0,2,1,0,0,0,0,2,2,2,,1,1,2,1
2,391,1,2,3,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,1,3,2,2,,,,2,,6,6,300,15,1,0,150,7,0,30,1,0,1,1,0,0,0,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,2,0,0,0,0,0,0,1,5,8,2,,5,2,4,3
1,468,4,1,3,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,7,3,2,1,2,2000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,9,2,,4,2,4,2
2,403,1,1,3,1,0,0,0,5,7500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,3,,,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,1000,3,1,1,2,1,1,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,2,2,2,,4,1,1,2
2,276,1,7,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,1,,3750,2,2,,5,5,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,4
1,377,7,1,5,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,3,2,,,,1,3000,4,4,1300,7,1,30,1300,7,1,30,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,5
2,464,1,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,3,3,1,,1800,3,2,,4,4,10,1,0,1,10,1,0,1,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,4,2,,4,2,2,3
1,275,10,1,5,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,,2,,2,4,4,3,2,,,,1,3000,4,4,50,5,5,3,50,5,5,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,7,1,2,4,2,4,2
2,155,1,2,3,5,0,0,1,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,1,1,,12000,3,1,3000,14,14,0,,,,0,,,,1,0,0,1,0,0,0,0,1,,1,15000,3,1,1,1,1,2,2,,,,2,,,,,1,,10000,2,0,0,2,1,0,0,0,0,5,2,2,,2,1,4,2
2,598,1,3,3,6,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,2,14000,2,2,,6,2,300,7,0,15,0,,,,1,0,1,1,0,0,1,0,4,,,,,3,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,9,2,,4,2,4,1
1,17,11,1,1,3,0,0,0,5,175000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,7000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,35000,3,1,2,,,,2,,,,2,,,,,1,3,5000,2,0,0,0,1,0,0,0,0,2,2,2,,1,5,2,1
2,441,1,5,5,10,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,100000,2,,2,7,4,3,2,,,,2,,5,5,0,,,,0,,,,2,,,,,,,,4,,,,,5,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,3,9,2,,7,5,4,2
2,526,1,1,3,1,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,1,1,,,,,2,,1,1,3,2,1,,7350,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,1,1,4,2,4,2
2,176,1,2,3,3,1,0,0,5,100000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,3,,,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,3,17000,3,1,2,,,,2,,,,2,,,,,1,3,10000,2,0,0,2,1,0,0,0,0,2,1,2,,2,1,2,2
2,553,1,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,4,2,2,,,,2,,10,10,50,3,2,10,50,3,0,20,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,9,2,,4,2,4,6
2,188,1,1,3,1,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,,,,2,,13,13,,10,0,5,5,5,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,6,3,1,1,2,2,4,6
1,339,12,1,3,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,5,3,3,1,2,4000,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,3,2,,6,4,4,2
1,362,3,1,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,4,4,2000,30,0,30,2000,30,0,30,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6
2,598,2,1,3,9,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,3,3,2,,,,2,,6,6,100,30,0,15,100,30,0,15,1,0,0,1,0,0,0,0,4,,,,,5,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,1,1,4,2,4,2
2,460,1,3,3,3,0,0,0,5,35000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,4000,3,2,,1,1,0,,,,0,,,,3,,,,,,,,4,,,,,1,2,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,4,2,,4,4,4,
1,394,10,1,3,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,,,,1,2000,16,16,3,2,0,7,3,2,0,7,1,0,1,1,0,0,0,0,1,2,2,2500,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,5,4,1,1,2,2,4,
2,324,1,1,3,2,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,1,1,1,,15000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,20000,3,1,1,4,2,4,2,,,,2,,,,,2,,,,0,0,2,1,0,0,0,0,2,4,2,,2,1,1,
1,474,1,1,5,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,4,4,10,1,0,1,2,2,0,2,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6
1,442,12,1,3,3,0,0,0,5,10000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,,,,2,,7,7,10,1,1,2,10,1,1,12,1,0,1,1,0,0,1,0,3,,,3000,,2,,,,,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,1,3,2,,2,1,4,
2,382,1,1,3,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,2,,,,2,,4,4,70,2,0,10,70,3,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,2,0,0,0,0,0,1,0,5,4,2,,4,4,4,
2,412,1,1,3,7,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,2,,,,1,2000,4,4,200,5,0,20,200,5,0,25,2,,,,,,,,1,2,1,19000,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,5,4,2,,2,4,4,3
2,294,1,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,1,2,2,1,,2300,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,5,2,,4,4,4,4
2,172,1,1,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,8,4,3,1,,6500,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,2,0,5,6,1,5,4,2,4,4
1,518,5,1,5,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,2,2,,,,2,,6,6,200,5,1,30,200,5,1,30,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,4
2,207,1,6,2,5,0,0,0,1,,,,,1,1,6,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,1,1,1,1,,12750,3,2,,1,1,0,,,,0,,,,2,,,,,,,,3,,,24595,3,1,1,1,1,2,2,,,,2,,,,,1,,5000,2,0,0,0,1,0,0,0,0,2,3,1,1,3,1,2,2
2,136,1,1,3,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,14800,3,2,,16,16,1,1,0,1,1,1,0,1,2,,,,,,,,1,2,1,8800,3,1,1,5,3,1,2,,,,2,,,,,1,2,2000,2,0,0,1,0,0,0,0,0,1,8,2,,1,1,2,
2,382,2,1,3,6,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,2,,,,1,6500,4,4,120,3,1,0,120,3,0,30,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,0,2,0,0,0,0,1,0,5,3,2,,4,4,4,1
2,254,1,1,3,3,0,0,0,1,,,,,1,11,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,8000000,2,,2,1,3,1,1,,6500,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,2,5000,2,1,1,2,1,1,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,5,8,2,,4,1,4,3
2,216,1,17,2,4,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,2,1,2,1,,3500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,20000,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,1,6,2,,4,1,4,3
1,161,5,5,3,9,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,2,0,2,1,3750,14,14,1,1,0,1,1,1,0,1,2,,,,,,,,1,3,1,,3,1,2,,,,2,,,,2,,,,,1,3,2000,2,0,0,1,0,0,0,0,0,2,3,2,,2,1,4,2
1,112,11,4,4,3,0,0,0,5,15000,1,1,15000,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,2,5000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,1,17000,3,1,1,3,4,3,2,,,,2,,,,,2,,,,0,2,1,0,0,0,0,0,2,10,,,,,3,
1,133,5,3,3,5,0,0,1,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,80000,2,,2,1,3,2,1,2,20000,3,1,6000,16,16,1,1,0,1,1,1,0,1,2,,,,,,,,1,3,1,30000,3,1,1,2,1,1,2,,,,2,,,,,1,3,2000,3,0,0,0,1,0,0,0,0,2,4,2,,4,4,3,
2,225,1,1,3,1,0,0,0,5,7500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,,,,2,,5,5,0,,,,0,,,,2,,,,,,,,1,2,2,1000,2,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,1,9,2,,4,2,4,3
1,389,6,1,3,5,0,0,0,3,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,3,2,1,2,6000,3,1,6000,16,16,5,1,0,4,5,1,0,4,1,0,1,0,0,0,0,0,1,3,1,3500,3,1,1,5,3,2,2,,,,2,,,,,2,,,,0,2,1,0,0,0,0,0,5,4,2,,2,2,4,2
2,238,1,1,5,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,4,3,1,,2100,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,2,9,2,,4,2,4,
2,82,1,1,3,2,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,3,2,1,,3500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,7500,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,2,1,0,0,0,0,2,1,1,2,2,1,4,1
1,554,1,1,3,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,1,1,3,2,1,2,1200,2,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,24900,3,1,1,3,1,5,2,,,,2,,,,,1,3,15000,2,0,0,2,1,0,0,0,0,5,6,2,,4,1,4,1
2,575,1,4,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,3,2,2,,,,2,,6,6,50,4,0,50,50,5,0,50,1,0,0,1,0,0,0,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,9,2,,5,2,4,
2,203,1,2,3,2,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,,,1,1750,2,2,0,,,,0,,,,2,,,,,,,,1,3,1,7000,3,1,2,,,,2,,,,2,,,,,1,3,2500,2,0,0,1,0,0,0,0,0,5,6,1,3,4,2,2,2
1,242,7,1,5,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,2,2,,,,2,,6,6,150,2,0,15,150,2,0,15,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,5,4,2
1,239,5,1,3,10,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,3,2,2,,,,2,,6,6,50,3,0,15,50,3,0,15,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,7,2,,4,5,4,2
2,486,1,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,2,3,2,,,,2,,3,3,50,1,0,1,50,1,0,1,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,4,2,,4,2,3,3
2,369,1,1,3,5,0,0,0,1,,,,,1,7,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,1,1,1,,7200,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,27500,3,1,2,,,,2,,,,2,,,,,1,,3000,2,0,0,0,1,0,0,0,0,2,4,2,,1,1,2,2
2,306,1,1,3,5,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,1,1,,15000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,4000,3,1,2,,,,2,,,,2,,,,,1,,3000,2,0,0,2,1,0,0,0,0,2,3,2,,2,1,2,1
1,565,10,1,3,5,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,7,3,2,1,2,10000,3,2,,2,2,1,1,0,2,1,1,0,2,2,,,,,,,,1,2,1,9500,3,1,2,,,,2,,,,2,,,,,1,2,6000,2,1,0,0,0,0,0,0,0,1,4,2,,4,1,4,1
2,136,2,2,5,4,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,7,4,3,1,,2600,3,1,3000,16,16,5,2,0,2,5,2,0,2,1,0,1,0,0,0,0,0,1,,2,2000,2,1,1,2,2,1,2,,,,2,,,,,1,,2000,2,1,2,0,0,0,0,0,0,5,8,2,,1,1,4,
2,417,1,4,3,1,0,0,0,5,10000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,2,3000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,2,2000,2,1,1,5,1,1,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,10,,,,,4,2
2,367,1,5,3,5,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,1000000,2,,2,1,3,1,1,,16000,3,2,,2,1,0,,,,0,,,,2,,,,,,,,1,,2,25000,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,2,1,0,0,0,0,5,4,2,,4,1,4,2
2,424,1,2,3,5,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,2,2,2,,,,2,,7,7,0,,,,0,,,,1,0,0,1,0,0,0,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,1,3,2,,4,1,4,2
2,422,1,2,3,3,0,0,0,5,20000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,2,,,,2,,6,6,150,3,0,5,150,3,0,5,1,0,1,1,0,0,1,0,1,2,1,6460,3,1,1,3,2,2,2,,,,2,,,,,1,2,3000,2,0,0,1,0,0,0,0,0,3,3,1,3,3,1,3,
2,280,1,1,5,10,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,4,4,50,2,1,10,50,2,0,40,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,4,4,5
1,499,10,3,3,6,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,3,2,1,2,6250,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,30000,3,1,1,3,1,1,2,,,,2,,,,,2,,,,2,1,0,0,0,0,0,0,5,2,2,,2,1,4,3
1,152,12,2,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,2,,,,2,,16,16,1,1,0,1,1,1,0,1,2,,,,,,,,1,3,2,3000,2,1,1,1,1,1,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,1,3,2,,2,1,4,3
1,83,1,3,2,2,0,0,0,5,40000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,,,,2,,17,16,5,2,0,5,15,5,0,5,1,0,1,0,0,0,1,0,1,2,1,16000,3,1,2,,,,2,,,,2,,,,,1,1,,,2,0,1,0,0,0,0,0,2,4,2,,2,1,4,3
1,402,3,1,3,2,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,7,3,3,1,2,2150,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,11000,3,1,1,2,2,1,2,,,,2,,,,,2,,,,0,2,0,1,0,0,0,0,3,5,2,,4,1,4,
1,479,5,2,5,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,10,10,100,5,0,2,100,5,0,2,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6
1,483,7,1,3,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,1,2,2,,,,2,,6,12,1000,15,0,30,500,5,0,20,1,0,0,0,0,0,1,0,1,3,5,5000,2,1,1,3,2,3,2,,,,2,,,,,2,,,,2,1,0,0,0,0,0,0,5,10,,,,,4,4
1,333,4,7,2,7,0,0,1,1,,,,,2,,,,,,,,,,,,,,,,,1,3,,,,,2,,2,1,1,1,1,2,18000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,90800,3,1,2,,,,1,3,10000,2,1,3,13000,3,2,1,3,3000,2,0,0,2,1,0,0,0,0,2,1,2,,2,1,1,2
2,417,2,1,2,6,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,,2,,2,1,1,1,1,,13000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,30000,3,1,1,3,2,3,2,,,,2,,,,,1,,17000,2,0,0,1,2,0,0,0,0,2,5,2,,2,1,4,
2,140,1,3,3,3,0,0,1,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,2,,,,2,,3,3,0,,,,0,,,,2,,,,,,,,1,,2,10000,3,2,,,,,2,,,,2,,,,,1,,2500,2,0,0,0,1,0,0,0,0,2,4,2,,4,1,4,2
1,545,7,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,1,3,2,2,,,,2,,5,5,2,1,0,2,2,1,0,2,1,0,1,1,0,0,0,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,3,9,2,,4,2,4,
2,62,1,1,2,3,0,0,0,5,60000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,3,,,2,,1,1,0,,,,0,,,,3,,,,,,,,1,3,1,7000,3,1,1,1,1,4,2,,,,2,,,,,1,3,3000,2,0,0,0,1,0,0,0,0,2,3,1,2,2,1,3,2
1,19,7,1,2,1,0,0,0,5,30000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,6000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,5000,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,1,4,1,3,2,1,1,
2,573,1,1,4,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,3,3,2,,,,2,,5,5,0,,,,0,,,,1,0,1,1,0,0,0,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,8,2,,4,1,4,2
1,408,5,1,3,1,0,0,0,5,5000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,,,,2,,3,3,100,5,0,15,100,5,0,15,2,,,,,,,,1,2,1,2600,3,1,2,,,,2,,,,2,,,,,1,2,3000,2,0,0,1,0,0,0,0,0,5,5,1,4,2,1,1,2
1,578,11,1,3,2,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,,2,,2,1,3,3,1,1,,,2,,6,6,30,2,0,30,30,30,1,30,2,,,,,,,,1,2,1,66130,3,1,1,7,4,5,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,6,9,1,2,4,2,3,4
