"vague","grappe","menage","s01q00a","s07aq01","s07aq02","s07aq03","s07aq04","s07aq05","s07aq06","s07aq07","s07aq08","s07aq09","s07aq10","s07aq11","s07aq12","s07aq13","s07aq14","s07aq15","s07aq16","s07aq17","s07aq18","s07aq19","s07aq20","s07aq21"
2,284,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,514,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,514,3,1,4,,,4,,,4,,,4,,,1,100,,4,,,4,,
1,514,3,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,514,3,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,514,3,6,2,,2000,2,,2000,2,,1500,4,,,2,,200,4,,,4,,
1,514,3,3,4,,,4,,,4,,,1,1050,,4,,,4,,,4,,
2,454,1,21,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,16,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,5,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,3,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,4,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,10,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,19,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,9,1,1300,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,15,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,454,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,12,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,1,9,,,,,,,,,,,,,,,,,,,,,
2,113,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,556,1,3,1,100,,4,,,4,,,1,300,,4,,,4,,,4,,
2,556,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,556,1,1,4,,,4,,,4,,,4,,,1,600,,4,,,4,,
1,329,5,9,1,1300,,4,,,4,,,1,150,,4,,,1,200,,4,,
1,329,5,7,1,1200,,4,,,4,,,1,300,,4,,,1,200,,4,,
1,329,5,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,329,5,1,1,1200,,4,,,4,,,4,,,4,,,4,,,4,,
1,329,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,329,5,5,1,1000,,4,,,4,,,1,250,,4,,,1,150,,4,,
1,329,5,6,1,1200,,4,,,4,,,1,300,,4,,,1,200,,4,,
1,329,5,8,1,1500,,4,,,4,,,1,100,,4,,,1,100,,4,,
1,329,5,4,1,1500,,4,,,4,,,1,150,,4,,,1,100,,4,,
1,346,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,1,1,4,,,4,,,4,,,4,,,4,,,1,400,,4,,
1,346,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,1,3,4,,,4,,,4,,,4,,,4,,,1,500,,4,,
1,346,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,346,1,2,4,,,4,,,4,,,4,,,4,,,1,500,,4,,
2,105,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,105,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,105,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,105,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,9,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,9,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,558,1,1,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
2,558,1,2,1,100,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,59,10,6,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
1,59,10,1,4,,,4,,,1,1050,,4,,,4,,,4,,,4,,
1,59,10,7,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
1,59,10,3,1,1500,,4,,,4,,,1,100,,4,,,4,,,4,,
1,59,10,2,4,,,2,,1500,4,,,4,,,4,,,4,,,4,,
1,59,10,5,4,,,4,,,4,,,1,300,,2,,300,4,,,4,,
2,292,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,321,6,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,321,6,1,4,,,4,,,1,700,,4,,,4,,,4,,,1,1500,
1,321,6,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,321,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,2,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,292,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,20,1,1,4,,,2,,25000,4,,,4,,,4,,,4,,,4,,
2,20,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,20,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,20,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,20,1,9,1,2500,,4,,,4,,,4,,,1,300,,1,300,,4,,
2,20,1,2,4,,,1,25000,,4,,,4,,,4,,,4,,,4,,
2,20,1,11,1,2000,,4,,,4,,,1,1000,,4,,,4,,,4,,
2,20,1,10,1,1500,,4,,,4,,,1,14000,,4,,,4,,,4,,
2,20,1,4,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
2,20,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,492,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,492,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,492,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,492,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,492,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,577,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,577,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,577,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,577,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,380,1,5,4,,,4,,,4,,,4,,,4,,,1,300,,4,,
2,380,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,380,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,380,1,6,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
2,380,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,380,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,380,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,380,1,4,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
1,491,6,12,1,500,,4,,,4,,,1,500,,4,,,4,,,4,,
1,491,6,15,4,,,4,,,4,,,1,1000,,4,,,1,700,,4,,
1,491,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,491,6,8,1,700,,4,,,4,,,1,600,,4,,,4,,,4,,
1,491,6,14,4,,,4,,,4,,,1,450,,4,,,4,,,4,,
1,491,6,13,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
1,491,6,6,4,,,4,,,4,,,4,,,1,400,,4,,,4,,
1,491,6,4,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
1,491,6,11,1,500,,4,,,4,,,1,500,,4,,,4,,,4,,
1,491,6,2,4,,,4,,,4,,,1,700,,4,,,4,,,4,,
1,491,6,3,4,,,4,,,4,,,1,600,,4,,,4,,,4,,
1,491,6,9,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
1,491,6,7,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
1,491,6,10,1,1250,,4,,,4,,,1,150,,4,,,1,250,,4,,
2,274,1,24,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,25,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,19,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,23,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,6,4,,,4,,,4,,,4,,,4,,,2,,700,4,,
2,274,1,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,28,,,,,,,,,,,,,,,,,,,,,
2,274,1,27,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,26,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,22,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,1,21,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,270,1,2,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
2,270,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,270,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,270,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,270,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,270,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,11,4,,,2,,500,4,,,4,,,4,,,4,,,4,,
1,597,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,8,4,,,2,,500,4,,,4,,,4,,,4,,,4,,
1,597,3,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,597,3,7,4,,,2,,500,4,,,4,,,4,,,4,,,4,,
1,597,3,1,4,,,4,,,4,,,4,,,4,,,4,,,2,,1000
2,80,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,80,1,9,4,,,1,2500,,4,,,4,,,4,,,4,,,4,,
2,80,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,80,1,10,4,,,1,2500,,4,,,4,,,4,,,1,500,,4,,
2,80,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,80,1,6,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
2,80,1,2,4,,,1,5000,,4,,,4,,,4,,,4,,,4,,
2,80,1,8,4,,,1,3000,,4,,,4,,,4,,,1,500,,4,,
2,80,1,5,4,,,1,8500,,4,,,4,,,1,700,,4,,,4,,
2,80,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,391,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,391,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,391,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,391,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,391,1,1,1,150,,2,,500,4,,,4,,,4,,,4,,,4,,
2,391,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,391,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,4,2,4,,,2,,3500,4,,,4,,,2,,750,4,,,4,,
1,468,4,6,4,,,2,,3500,4,,,4,,,4,,,1,1050,,4,,
1,468,4,10,4,,,2,,1400,4,,,4,,,4,,,4,,,4,,
1,468,4,4,4,,,2,,3500,4,,,4,,,4,,,2,,700,4,,
1,468,4,9,4,,,2,,2100,4,,,4,,,4,,,2,,350,4,,
1,468,4,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,4,12,4,,,2,,2100,4,,,4,,,4,,,2,,400,4,,
1,468,4,5,4,,,2,,3000,4,,,4,,,2,,700,4,,,4,,
1,468,4,11,4,,,2,,1400,4,,,4,,,4,,,2,,350,4,,
1,468,4,3,4,,,2,,3500,4,,,4,,,4,,,1,1225,,4,,
1,468,4,8,4,,,2,,2100,4,,,4,,,4,,,2,,350,4,,
1,468,4,1,4,,,2,,500,4,,,4,,,2,,700,2,,1400,4,,
2,403,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,403,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,403,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,403,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,1,1,1500,,1,2500,,4,,,1,300,,4,,,1,750,,4,,
2,276,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,7,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,10,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,10,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,10,11,4,,,4,,,4,,,4,,,1,250,,4,,,4,,
1,275,10,4,4,,,4,,,4,,,4,,,4,,,1,100,,4,,
1,275,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,10,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,10,8,4,,,4,,,4,,,4,,,4,,,1,100,,4,,
1,275,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,10,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,10,1,1,2200,,4,,,4,,,4,,,1,300,,1,200,,4,,
1,275,10,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,15,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,3,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,14,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,1,1,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,155,1,2,4,,,4,,,4,,,1,1500,,4,,,4,,,4,,
2,155,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,11,1,2100,,4,,,4,,,4,,,1,700,,4,,,4,,
2,598,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,7,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,1,6,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
2,598,1,8,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
1,17,11,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,17,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,17,11,2,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
1,17,11,3,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
2,441,1,4,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,8,1,1400,,4,,,4,,,4,,,1,250,,4,,,4,,
2,441,1,15,1,1400,,4,,,4,,,4,,,1,350,,4,,,4,,
2,441,1,14,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,18,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,6,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,2,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,10,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,5,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,12,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,16,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,17,1,1400,,4,,,4,,,4,,,1,400,,4,,,4,,
2,441,1,9,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,13,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,7,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,11,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,1,3,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,526,1,6,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
2,526,1,3,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
2,526,1,5,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
2,526,1,4,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
2,526,1,1,4,,,1,500,,4,,,1,150,,4,,,4,,,4,,
2,526,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,176,1,4,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
2,176,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,176,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,176,1,3,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
2,553,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,553,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,553,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,553,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,553,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
